TSR_EVENT_SMAS_HISTORY_ID,TSR_EVENT_SMAS_SAMPLE_DATE,TSR_SED_TEST_DATE,TSR_POREWATER_TEST_DATE,TSR_SEDIMENT_RSLT,TSR_SEDIMENT_RSLT_QLFR,TSR_POREWATER_RSLT,TSR_POREWATER_RSLT_QLFR,TSR_SEDIMENT_ASMT,TSR_POREWATER_ASMT
10-CMIL-3.3,7/19/2018,8/2/2018,8/3/2018,69.1,,100,,Non-toxic,Non-toxic
10-SABL_E-7.6,7/18/2018,8/2/2018,8/3/2018,17.54,,100,,Severe,Non-toxic
10-ROCY-0.1,7/18/2018,8/2/2018,8/3/2018,37.41,,100,,Moderate,Non-toxic
10-LCHU-2.0,7/19/2018,8/2/2018,8/3/2018,58.4,,100,,Slight,Non-toxic
10-ROUT-1.3,7/19/2018,8/2/2018,8/3/2018,25.46,,100,,Moderate,Non-toxic
10-TWOB-3.6,7/18/2018,8/2/2018,8/3/2018,29.46,,100,,Moderate,Non-toxic
10-SAMN-4.2,7/17/2018,8/2/2018,8/3/2018,48.52,,100,,Slight,Non-toxic
10-LGEO_T62-0.2,7/19/2018,8/2/2018,8/3/2018,69.58,,100,,Non-toxic,Non-toxic
10-LGLN-0.5,7/19/2018,8/2/2018,8/3/2018,51.23,,100,,Slight,Non-toxic
10-LCHZ-2.4,7/17/2018,8/2/2018,8/3/2018,65.31,,100,,Non-toxic,Non-toxic
10-SMIB-0.5,7/19/2018,8/2/2018,8/3/2018,35.71,,100,,Moderate,Non-toxic
10-WSBR-0.2,7/19/2018,8/2/2018,8/3/2018,46.5,,100,,Slight,Non-toxic
06-PAYN-0.4,8/7/2018,8/28/2018,8/28/2018,46.27,,100,,Slight,Non-toxic
06-OTTC-0.2,8/8/2018,8/28/2018,8/28/2018,93.12,,100,,Non-toxic,Non-toxic
06-BTNT_T-12.0,8/9/2018,8/28/2018,8/28/2018,90,,100,,Non-toxic,Non-toxic
06-OTGO-10.8,8/9/2018,8/28/2018,8/28/2018,59.32,,100,,Slight,Non-toxic
06-DILA-5.4,8/9/2018,8/28/2018,8/28/2018,55.26,,100,,Slight,Non-toxic
06-TOGH-29.8,8/8/2018,8/28/2018,8/28/2018,23.47,,100,,Moderate,Non-toxic
06-NWIN-0.2,8/7/2018,8/28/2018,8/28/2018,51.73,,100,,Slight,Non-toxic
06-NVUS-0.9,8/9/2018,8/28/2018,8/28/2018,60.83,,100,,Non-toxic,Non-toxic
06-NVUS-6.4,8/9/2018,8/28/2018,8/28/2018,66.71,,100,,Non-toxic,Non-toxic
17-BVBR-0.3,9/11/2018,10/30/2018,10/31/2018,76.55,,100,,Non-toxic,Non-toxic
17-VALL-0.2,9/12/2018,10/30/2018,10/31/2018,20.15,,100,,Moderate,Non-toxic
17-CSHA-1.9,9/11/2018,10/30/2018,10/31/2018,50.7,,100,,Slight,Non-toxic
17-TUTL-2.1,9/12/2018,10/30/2018,10/31/2018,49.68,,100,,Slight,Non-toxic
17-CARM-9.0,9/12/2018,10/30/2018,10/31/2018,31.01,,100,,Moderate,Non-toxic
17-PECN-7.6,9/12/2018,10/30/2018,10/31/2018,85.23,,100,,Non-toxic,Non-toxic
17-MILR-5.3,9/11/2018,10/30/2018,10/31/2018,84.3,,100,,Non-toxic,Non-toxic
17-SWML-1.4,9/12/2018,10/30/2018,10/31/2018,84.51,,100,,Non-toxic,Non-toxic
17-CARL-1.8,9/12/2018,10/30/2018,10/31/2018,83.05,,100,,Non-toxic,Non-toxic
17-PECN-_T6-0.8,9/12/2018,10/30/2018,10/31/2018,95.14,,100,,Non-toxic,Non-toxic
17-PENA-1.4,9/12/2018,10/30/2018,10/31/2018,38.81,,100,,Moderate,Non-toxic
17-EMED-0.4,9/12/2018,10/30/2018,10/31/2018,32.31,,100,,Moderate,Non-toxic
17-OROW-2.0,9/12/2018,10/30/2018,10/31/2018,58.03,,100,,Slight,Non-toxic
17-BRNX-5.6,9/11/2018,10/30/2018,10/31/2018,54.12,,100,,Slight,Non-toxic
17-SAMP-0.4,9/12/2018,10/30/2018,10/31/2018,61.56,,100,,Non-toxic,Non-toxic
17-BRNX-17.3,9/11/2018,10/30/2018,10/31/2018,79.99,,100,,Non-toxic,Non-toxic
15-RAMA_T25_3-0.2,8/22/2018,10/11/2018,10/11/2018,6.842,,100,,Severe,Non-toxic
15-RAMA-16.5,8/21/2018,10/11/2018,10/11/2018,13.78,,100,,Severe,Non-toxic
15-RAMA-16.1,8/21/2018,10/11/2018,10/11/2018,19.64,,100,,Severe,Non-toxic
15-RAMA-1.1,8/21/2018,10/11/2018,10/11/2018,44.05,,100,,Slight,Non-toxic
15-RAMA-18.6,9/6/2018,10/11/2018,10/11/2018,68.75,,100,,Non-toxic,Non-toxic
04-EKOY-2.2,7/24/2019,9/5/2019,9/6/2019,47.6,,100,,Slight,Non-toxic
04-MUCK-4.3,7/24/2019,9/5/2019,9/6/2019,30.95,,100,,Moderate,Non-toxic
04-UGNS_T186-0.1,7/25/2019,9/5/2019,9/6/2019,77.69,,100,,Non-toxic,Non-toxic
04-MARH_T13-1.9,7/25/2019,9/5/2019,9/6/2019,60.28,,100,,Non-toxic,Non-toxic
04-UGNS-97.8,7/24/2019,9/5/2019,9/6/2019,47.15,,100,,Slight,Non-toxic
04-UGNS-146.5,7/25/2019,9/5/2019,9/6/2019,21.34,,100,,Moderate,Non-toxic
04-PATG-0.3,7/24/2019,9/5/2019,9/6/2019,86.13,,100,,Non-toxic,Non-toxic
04-RUSH-0.4,7/24/2019,9/5/2019,9/6/2019,64.36,,100,,Non-toxic,Non-toxic
04-WCOY-0.7,7/24/2019,9/5/2019,9/6/2019,56.64,,100,,Slight,Non-toxic
04-JCOX_S-3.7,7/23/2019,9/5/2019,9/6/2019,30.27,,100,,Moderate,Non-toxic
04-MCMI_S-0.5,7/23/2019,9/5/2019,9/6/2019,75.65,,100,,Non-toxic,Non-toxic
04-WCONI-0.6,7/23/2019,9/5/2019,9/6/2019,68.28,,100,,Non-toxic,Non-toxic
04-GENS-44.1,7/24/2019,9/5/2019,9/6/2019,58.04,,100,,Slight,Non-toxic
04-UGNS-60.8,7/24/2019,12/10/2019,12/11/2019,85.33,,100,,Non-toxic,Non-toxic
04-HONY_T13-5.7,7/23/2019,9/5/2019,9/6/2019,83.38,,100,,Non-toxic,Non-toxic
09-SOAP-0.8,9/18/2019,12/5/2019,12/6/2019,84.14,,100,,Non-toxic,Non-toxic
09-RAQU-12.8,9/11/2019,12/5/2019,12/6/2019,35.15,,100,,Moderate,Non-toxic
09-RAQU-21.9,9/11/2019,12/5/2019,12/6/2019,100,,100,,Non-toxic,Non-toxic
09-WHIK-0.8,9/11/2019,12/5/2019,12/6/2019,42.55,,70.3,,Slight,Toxic
09-GTCH-0.8,9/17/2019,12/5/2019,12/6/2019,93.54,,100,,Non-toxic,Non-toxic
09-TROU-0.6,9/12/2019,12/5/2019,12/6/2019,84.56,,100,,Non-toxic,Non-toxic
09-SAL9-12.1,9/12/2019,12/5/2019,12/6/2019,41.5,,100,,Slight,Non-toxic
09-PLUB-1.1,9/11/2019,12/5/2019,12/6/2019,80.51,,100,,Non-toxic,Non-toxic
09-INDN-92.7,9/10/2019,12/5/2019,12/6/2019,61.24,,100,,Non-toxic,Non-toxic
09-LTTL-13.2,9/10/2019,12/5/2019,12/6/2019,53.08,,,,Slight,Insufficient Data
14-CALL_E-0.2,8/21/2019,12/10/2019,12/11/2019,85.24,,100,,Non-toxic,Non-toxic
14-DELA-1.2,8/20/2019,12/10/2019,12/11/2019,78.09,,100,,Non-toxic,Non-toxic
14-HURL-2.8,8/20/2019,12/10/2019,12/11/2019,54.13,,100,,Slight,Non-toxic
14-WDEL-51.0,8/22/2019,12/10/2019,12/11/2019,100,,55.27,,Non-toxic,Toxic
14-MONG_W-0.2,8/20/2019,12/10/2019,12/11/2019,92.08,,100,,Non-toxic,Non-toxic
14-WILL-18.3,8/21/2019,12/10/2019,12/11/2019,64,,63.54,,Non-toxic,Toxic
14-WILL-3.1,8/21/2019,12/10/2019,12/11/2019,98.36,,100,,Non-toxic,Non-toxic
14-TOWN_T11-0.2,8/22/2019,12/10/2019,12/11/2019,88.02,,100,,Non-toxic,Non-toxic
14-BEEB-3.5,8/21/2019,12/10/2019,12/11/2019,100,,100,,Non-toxic,Non-toxic
14-MONG_M-0.3,8/20/2019,12/10/2019,12/11/2019,100,,100,,Non-toxic,Non-toxic
13-POCH-1.8,8/8/2019,12/5/2019,12/6/2019,92.37,,100,,Non-toxic,Non-toxic
13-TINW-0.5,8/8/2019,12/5/2019,12/6/2019,20.56,,100,,Moderate,Non-toxic
13-DWAR-2.0,8/14/2019,12/5/2019,12/6/2019,23.32,,78.23,,Moderate,Toxic
13-PKIL-0.4,8/8/2019,12/5/2019,12/6/2019,69.38,,100,,Non-toxic,Non-toxic
13-RUTG-1.5,8/8/2019,12/5/2019,12/6/2019,70.45,,,,Non-toxic,Insufficient Data
13-SWAK-1.7,8/8/2019,12/5/2019,12/6/2019,86.19,,100,,Non-toxic,Non-toxic
01-NIAG-0.2,8/3/2011,8/10/2011,8/10/2011,69.84,,100,,Non-toxic,Non-toxic
01-TONA-19.6,8/23/2006,11/8/2006,11/14/2006,22.52,,100,,Slight,Non-toxic
01-TONA-65.8,8/2/2011,8/10/2011,8/10/2011,49.17,,100,,Non-toxic,Non-toxic
01-TONA_E-0.1,8/3/2011,8/10/2011,8/10/2011,23.66,,100,,Slight,Non-toxic
01-RANS_T1-0.2,7/21/2016,8/17/2016,8/18/2016,32.44,,100,,Moderate,Non-toxic
01-ELLI-10.3,7/21/2016,8/17/2016,8/18/2016,21.55,,100,,Moderate,Non-toxic
01-RANS-3.1,8/23/2006,11/8/2006,11/14/2006,1.62,,100,,Moderate,Non-toxic
01-MUDN-2.6,8/23/2006,11/8/2006,11/14/2006,2.11,,100,,Moderate,Non-toxic
01-LTON-3.7,8/23/2006,11/8/2006,11/14/2006,16.84,,100,,Moderate,Non-toxic
01-BUFF-1.7,8/2/2011,8/10/2011,8/10/2011,29.67,,100,,Slight,Non-toxic
01-BUFF-1.7,8/23/2006,11/8/2006,11/14/2006,11.41,,100,,Moderate,Non-toxic
01-CAZE-1.1,8/23/2006,11/8/2006,11/14/2006,9.61,,100,,Moderate,Non-toxic
